Region,Country ISO-3 Code,Country,Year,Dimension,Dimension Value,Dimension Value Order,Anthropometric Indicator,Indicator Description,Prevalence Estimate %,Under-Five Population (million),Country Avg
European,ALB,Albania,2008,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),23.4887704,857.5624389648438,23.187534499999998
European,ALB,Albania,2008,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),22.7347091,570.4817504882812,23.187534499999998
European,ALB,Albania,2008,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),7.1399197,892.285888671875,6.2851183
European,ALB,Albania,2008,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),5.0076548,597.063232421875,6.2851183
European,ALB,Albania,2008,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),8.6471371,794.3875732421875,9.579505
European,ALB,Albania,2008,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),10.9484516,541.0452880859375,9.579505
European,ALB,Albania,2008,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),5.6166649,794.3875732421875,5.9348997
European,ALB,Albania,2008,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),6.4021468,541.0452880859375,5.9348997
European,ALB,Albania,2017,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),17.355363099999998,1069.157470703125,16.3989902
European,ALB,Albania,2017,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),15.5675992,1229.883056640625,16.3989902
European,ALB,Albania,2017,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),12.2212693,1080.949462890625,11.3233499
European,ALB,Albania,2017,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),10.5412729,1241.0618896484375,11.3233499
European,ALB,Albania,2017,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),1.4623260999999999,1094.227783203125,1.4787888
European,ALB,Albania,2017,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),1.492945,1272.511962890625,1.4787888
European,ALB,Albania,2017,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),1.882788,1069.157470703125,1.5842170999999998
European,ALB,Albania,2017,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),1.3246647999999999,1229.883056640625,1.5842170999999998
European,ALB,Albania,2017,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.4002864,1069.157470703125,0.5371997
European,ALB,Albania,2017,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.6562205999999999,1229.883056640625,0.5371997
African,DZA,Algeria,1992,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),8.862227899999999,2453.431640625,8.7079719
African,DZA,Algeria,1992,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),8.5170791,1982.57275390625,8.7079719
African,DZA,Algeria,1992,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),27.5356442,2524.003173828125,22.9318857
African,DZA,Algeria,1992,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),17.1631441,2014.287109375,22.9318857
African,DZA,Algeria,1992,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),11.100052999999999,2581.71728515625,9.2213757
African,DZA,Algeria,1992,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),6.8522826,2047.2872314453125,9.2213757
African,DZA,Algeria,1992,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),7.0979439,2453.431640625,7.0752299999999995
African,DZA,Algeria,1992,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),7.0471205,1982.57275390625,7.0752299999999995
African,DZA,Algeria,1992,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),3.2141633,2453.431640625,3.0368454999999996
African,DZA,Algeria,1992,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),2.8174148999999997,1982.57275390625,3.0368454999999996
African,DZA,Algeria,1995,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),10.8550638,1649.0,13.2928684
African,DZA,Algeria,1995,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),15.7446802,1645.0,13.2928684
African,DZA,Algeria,1995,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),22.4207491,1735.0,22.5599065
African,DZA,Algeria,1995,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),22.7164894,1686.0,22.5599065
African,DZA,Algeria,1995,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),10.805300599999999,1962.0,11.3000259
African,DZA,Algeria,1995,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),11.8279569,1860.0,11.3000259
African,DZA,Algeria,1995,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),8.2474224,1649.0,9.5599391
African,DZA,Algeria,1995,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),10.8206689,1645.0,9.5599391
African,DZA,Algeria,1995,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),3.3353547999999997,1649.0,4.1881639999999996
African,DZA,Algeria,1995,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),5.0455928,1645.0,4.1881639999999996
African,DZA,Algeria,2000,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),12.7239138,1714.995849609375,14.721439799999999
African,DZA,Algeria,2000,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),16.1502391,2397.64208984375,14.721439799999999
African,DZA,Algeria,2000,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),24.4960532,1734.5660400390625,23.6013472
African,DZA,Algeria,2000,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),22.9597971,2419.018798828125,23.6013472
African,DZA,Algeria,2000,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),6.7207045999999995,1742.8441162109375,5.4176606
African,DZA,Algeria,2000,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),4.4850186,2435.02001953125,5.4176606
African,DZA,Algeria,2000,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),3.5165273,1714.995849609375,3.0980676
African,DZA,Algeria,2000,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),2.7987496999999997,2397.64208984375,3.0980676
African,DZA,Algeria,2000,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.5630534,1714.995849609375,1.1277263
African,DZA,Algeria,2000,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.8163437,2397.64208984375,1.1277263
African,DZA,Algeria,2006,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),11.5172066,6354.45654296875,12.8767967
African,DZA,Algeria,2006,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),14.0612289,7294.169921875,12.8767967
African,DZA,Algeria,2006,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),16.6314051,6358.73974609375,15.445514
African,DZA,Algeria,2006,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),14.41897,7345.7822265625,15.445514
African,DZA,Algeria,2006,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),3.9887343,6425.99169921875,3.4481819999999996
African,DZA,Algeria,2006,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.9824715,7458.67236328125,3.4481819999999996
African,DZA,Algeria,2006,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),3.8079376999999996,6354.45654296875,4.1309889
African,DZA,Algeria,2006,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),4.4124212,7294.169921875,4.1309889
African,DZA,Algeria,2006,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.5841509999999999,6354.45654296875,1.7385279999999999
African,DZA,Algeria,2006,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.8730164,7294.169921875,1.7385279999999999
African,DZA,Algeria,2012,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),11.3872871,5238.8046875,12.4145389
African,DZA,Algeria,2012,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),13.052946299999999,8429.6767578125,12.4145389
African,DZA,Algeria,2012,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),12.3316318,5264.62939453125,11.6895974
African,DZA,Algeria,2012,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),11.2906002,8471.4208984375,11.6895974
African,DZA,Algeria,2012,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),3.438646,5318.607421875,3.0486486999999998
African,DZA,Algeria,2012,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.8057922,8541.013671875,3.0486486999999998
African,DZA,Algeria,2012,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),4.3167513,5238.8046875,4.1067507
African,DZA,Algeria,2012,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),3.9762410999999998,8429.6767578125,4.1067507
African,DZA,Algeria,2012,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.3347959,5238.8046875,1.3761207
African,DZA,Algeria,2012,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.401803,8429.6767578125,1.3761207
African,DZA,Algeria,2018,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),13.2235274,6026.625,12.757383299999999
African,DZA,Algeria,2018,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),12.401844599999999,7901.46435546875,12.757383299999999
African,DZA,Algeria,2018,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),10.219318399999999,6040.01416015625,9.8092869
African,DZA,Algeria,2018,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),9.4982319,7961.93310546875,9.8092869
African,DZA,Algeria,2018,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.6470145,6142.77001953125,2.6566038
African,DZA,Algeria,2018,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.6638485,8130.6767578125,2.6566038
African,DZA,Algeria,2018,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),2.3972262,6026.625,2.7027658999999997
African,DZA,Algeria,2018,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),2.9358082,7901.46435546875,2.7027658999999997
African,DZA,Algeria,2018,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.071944,6026.625,1.2761832
African,DZA,Algeria,2018,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.4319610999999999,7901.46435546875,1.2761832
African,AGO,Angola,1996,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),1.4095103999999998,941.9412841796875,1.7433596999999998
African,AGO,Angola,1996,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),2.2497637,620.9793701171875,1.7433596999999998
African,AGO,Angola,1996,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),64.604187,893.3194580078125,61.086666599999994
African,AGO,Angola,1996,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),55.9119403,607.2354736328125,61.086666599999994
African,AGO,Angola,1996,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),42.2571182,917.3161010742188,36.1790717
African,AGO,Angola,1996,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),27.134791,616.466064453125,36.1790717
African,AGO,Angola,1996,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),8.6241789,941.9412841796875,7.652068099999999
African,AGO,Angola,1996,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),6.1775081,620.9793701171875,7.652068099999999
African,AGO,Angola,1996,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.9804404999999998,941.9412841796875,1.8400759999999998
African,AGO,Angola,1996,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.6271619,620.9793701171875,1.8400759999999998
African,AGO,Angola,2015,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),2.5508868,3140.1396484375,3.3736425999999997
African,AGO,Angola,2015,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),3.9633977999999996,4380.74951171875,3.3736425999999997
African,AGO,Angola,2015,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),45.725291999999996,3059.328125,37.5711352
African,AGO,Angola,2015,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),31.805980199999997,4327.07275390625,37.5711352
African,AGO,Angola,2015,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),24.7430429,3095.6181640625,19.0377042
African,AGO,Angola,2015,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),14.9983138,4372.330078125,19.0377042
African,AGO,Angola,2015,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),5.3910352,3140.1396484375,4.9209941
African,AGO,Angola,2015,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),4.5840662,4380.74951171875,4.9209941
African,AGO,Angola,2015,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.5703063,3140.1396484375,1.093515
African,AGO,Angola,2015,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.751749,4380.74951171875,1.093515
European,ARM,Armenia,1998,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),10.601034799999999,7208.06982421875,10.8041577
European,ARM,Armenia,1998,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),10.941906999999999,10628.859375,10.8041577
European,ARM,Armenia,1998,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),19.260092099999998,7156.56005859375,15.1290432
European,ARM,Armenia,1998,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),12.3668864,10703.259765625,15.1290432
European,ARM,Armenia,1998,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),3.2723326,7286.23974609375,2.721899
European,ARM,Armenia,1998,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.3488484,10750.7998046875,2.721899
European,ARM,Armenia,1998,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),2.3287788,7208.06982421875,3.3247872999999997
European,ARM,Armenia,1998,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),4.0002409,10628.859375,3.3247872999999997
European,ARM,Armenia,1998,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.6483011,7208.06982421875,0.9887912
European,ARM,Armenia,1998,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.219698,10628.859375,0.9887912
European,ARM,Armenia,2000,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),14.617303,714.2982788085938,15.6687006
European,ARM,Armenia,2000,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),16.6648388,753.9240112304688,15.6687006
European,ARM,Armenia,2000,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),19.9631304,718.1179809570312,17.3315302
European,ARM,Armenia,2000,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),14.853875299999999,762.7369995117188,17.3315302
European,ARM,Armenia,2000,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.576091,720.7125854492188,2.55318
European,ARM,Armenia,2000,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.5316112,765.5509033203125,2.55318
European,ARM,Armenia,2000,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),1.9658613999999999,714.2982788085938,2.53483
European,ARM,Armenia,2000,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),3.0738939,753.9240112304688,2.53483
European,ARM,Armenia,2000,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.3808841,714.2982788085938,0.7440386999999999
European,ARM,Armenia,2000,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.0881062,753.9240112304688,0.7440386999999999
European,ARM,Armenia,2005,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),10.5265021,543.2742919921875,11.351973599999999
European,ARM,Armenia,2005,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),11.9450621,756.1398315429688,11.351973599999999
European,ARM,Armenia,2005,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),16.906370199999998,541.391357421875,17.8793758
European,ARM,Armenia,2005,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),18.5337976,804.9510498046875,17.8793758
European,ARM,Armenia,2005,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),4.0552724,549.35302734375,4.1723888
European,ARM,Armenia,2005,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),4.2501323,827.5684204101562,4.1723888
European,ARM,Armenia,2005,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),3.8352724,543.2742919921875,5.3630058
European,ARM,Armenia,2005,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),6.4606577,756.1398315429688,5.3630058
European,ARM,Armenia,2005,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.6026786,543.2742919921875,2.6150238
European,ARM,Armenia,2005,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),3.3423778,756.1398315429688,2.6150238
European,ARM,Armenia,2010,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),17.662659299999998,579.024658203125,16.4530203
European,ARM,Armenia,2010,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),15.564249499999999,788.0673217773438,16.4530203
European,ARM,Armenia,2010,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),23.640069399999998,574.6248168945312,20.863159
European,ARM,Armenia,2010,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),18.8661933,799.0529174804688,20.863159
European,ARM,Armenia,2010,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),7.984665,595.8594360351562,5.2703429
European,ARM,Armenia,2010,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),3.2853838,814.8048095703125,5.2703429
European,ARM,Armenia,2010,Place of residence,Rural,0,Wasting,Wasting prevalence in children aged < 5 years (%),5.3794406,579.024658203125,4.1278600999999995
European,ARM,Armenia,2010,Place of residence,Urban,0,Wasting,Wasting prevalence in children aged < 5 years (%),3.2082736,788.0673217773438,4.1278600999999995
European,ARM,Armenia,2010,Place of residence,Rural,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),2.5084413999999997,579.024658203125,1.9916947999999999
European,ARM,Armenia,2010,Place of residence,Urban,0,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.6120204999999999,788.0673217773438,1.9916947999999999
European,ARM,Armenia,2015,Place of residence,Rural,0,Overweight,Overweight prevalence in children aged < 5 years (%),16.5043667,683.2648315429688,13.6848241
European,ARM,Armenia,2015,Place of residence,Urban,0,Overweight,Overweight prevalence in children aged < 5 years (%),11.4886485,877.2042846679688,13.6848241
European,ARM,Armenia,2015,Place of residence,Rural,0,Stunting,Stunting prevalence in children aged < 5 years (%),13.4081542,696.7086181640625,9.3989462
European,ARM,Armenia,2015,Place of residence,Urban,0,Stunting,Stunting prevalence in children aged < 5 years (%),6.2106262999999995,876.0884399414062,9.3989462
European,ARM,Armenia,2015,Place of residence,Rural,0,Underweight,Underweight prevalence in children aged < 5 years (%),3.0888101,701.83984375,2.6428035
European,ARM,Armenia,2015,Place of residence,Urban,0,Underweight,Underweight prevalence in children aged < 5 years (%),2.297657,906.9342041015625,2.6428035
