Region,Country ISO-3 Code,Country,Year,Dimension,Dimension Value,Dimension Value Order,Anthropometric Indicator,Indicator Description,Prevalence Estimate %,Under-Five Population (million),Country Avg
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 4,4,Underweight,Underweight prevalence in children aged < 5 years (%),14.4621909,6254.39013671875,18.3582425
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 5 (richest),5,Underweight,Underweight prevalence in children aged < 5 years (%),10.4025349,5613.33154296875,18.3582425
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting,Wasting prevalence in children aged < 5 years (%),4.983352099999999,7091.33984375,3.6329903
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 2,2,Wasting,Wasting prevalence in children aged < 5 years (%),3.7366137,6896.5380859375,3.6329903
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 3,3,Wasting,Wasting prevalence in children aged < 5 years (%),3.3654679,6549.099609375,3.6329903
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 4,4,Wasting,Wasting prevalence in children aged < 5 years (%),3.0044427,6181.87841796875,3.6329903
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting,Wasting prevalence in children aged < 5 years (%),2.7913935,5528.6416015625,3.6329903
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.5778657,7091.33984375,1.2026056999999999
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 2,2,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.4709876,6896.5380859375,1.2026056999999999
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 3,3,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.0647643,6549.099609375,1.2026056999999999
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 4,4,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.8843899,6181.87841796875,1.2026056999999999
Eastern Mediterranean,AFG,Afghanistan,2022,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.90559,5528.6416015625,1.2026056999999999
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 1 (poorest),1,Overweight,Overweight prevalence in children aged < 5 years (%),24.932639299999998,242.11936950683594,24.837179499999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 2,2,Overweight,Overweight prevalence in children aged < 5 years (%),20.3354523,229.65493774414062,24.837179499999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 3,3,Overweight,Overweight prevalence in children aged < 5 years (%),26.4383256,196.44142150878906,24.837179499999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 4,4,Overweight,Overweight prevalence in children aged < 5 years (%),27.7419895,224.781982421875,24.837179499999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 5 (richest),5,Overweight,Overweight prevalence in children aged < 5 years (%),25.074383599999997,182.33767700195312,24.837179499999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 1 (poorest),1,Stunting,Stunting prevalence in children aged < 5 years (%),35.1764053,243.9872589111328,26.716613799999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 2,2,Stunting,Stunting prevalence in children aged < 5 years (%),28.001770399999998,231.53616333007812,26.716613799999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 3,3,Stunting,Stunting prevalence in children aged < 5 years (%),28.312939399999998,192.72935485839844,26.716613799999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 4,4,Stunting,Stunting prevalence in children aged < 5 years (%),21.951140499999998,228.68299865722656,26.716613799999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 5 (richest),5,Stunting,Stunting prevalence in children aged < 5 years (%),18.1063831,183.446533203125,26.716613799999998
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 1 (poorest),1,Underweight,Underweight prevalence in children aged < 5 years (%),11.8362926,247.1773681640625,6.6482164
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 2,2,Underweight,Underweight prevalence in children aged < 5 years (%),7.491698899999999,231.53616333007812,6.6482164
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 3,3,Underweight,Underweight prevalence in children aged < 5 years (%),7.5971693,197.45106506347656,6.6482164
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 4,4,Underweight,Underweight prevalence in children aged < 5 years (%),2.4782175,229.66595458984375,6.6482164
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 5 (richest),5,Underweight,Underweight prevalence in children aged < 5 years (%),2.8107933999999997,184.3260040283203,6.6482164
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting,Wasting prevalence in children aged < 5 years (%),7.1151681,242.11936950683594,7.324687399999999
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 2,2,Wasting,Wasting prevalence in children aged < 5 years (%),11.286003899999999,229.65493774414062,7.324687399999999
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 3,3,Wasting,Wasting prevalence in children aged < 5 years (%),4.876304,196.44142150878906,7.324687399999999
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 4,4,Wasting,Wasting prevalence in children aged < 5 years (%),6.3989310999999995,224.781982421875,7.324687399999999
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting,Wasting prevalence in children aged < 5 years (%),6.392624199999999,182.33767700195312,7.324687399999999
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),4.4543292,242.11936950683594,3.6751084
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 2,2,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),5.4135032,229.65493774414062,3.6751084
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 3,3,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.6020088,196.44142150878906,3.6751084
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 4,4,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),3.1520631,224.781982421875,3.6751084
European,ALB,Albania,2005,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),3.3291478,182.33767700195312,3.6751084
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 1 (poorest),1,Overweight,Overweight prevalence in children aged < 5 years (%),30.4472387,282.5023498535156,23.2350752
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 2,2,Overweight,Overweight prevalence in children aged < 5 years (%),17.7919269,255.41424560546875,23.2350752
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 3,3,Overweight,Overweight prevalence in children aged < 5 years (%),23.0995849,310.7928771972656,23.2350752
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 4,4,Overweight,Overweight prevalence in children aged < 5 years (%),20.0227737,257.2609558105469,23.2350752
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 5 (richest),5,Overweight,Overweight prevalence in children aged < 5 years (%),24.199561799999998,229.46241760253906,23.2350752
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 1 (poorest),1,Stunting,Stunting prevalence in children aged < 5 years (%),31.5312117,305.70550537109375,23.187534499999998
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 2,2,Stunting,Stunting prevalence in children aged < 5 years (%),24.900807399999998,291.75616455078125,23.187534499999998
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 3,3,Stunting,Stunting prevalence in children aged < 5 years (%),20.006412299999997,326.5611267089844,23.187534499999998
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 4,4,Stunting,Stunting prevalence in children aged < 5 years (%),21.9265714,265.3349304199219,23.187534499999998
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 5 (richest),5,Stunting,Stunting prevalence in children aged < 5 years (%),16.1609203,238.6864471435547,23.187534499999998
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 1 (poorest),1,Underweight,Underweight prevalence in children aged < 5 years (%),9.163918299999999,321.6220703125,6.2851183
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 2,2,Underweight,Underweight prevalence in children aged < 5 years (%),5.6220409,304.6256103515625,6.2851183
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 3,3,Underweight,Underweight prevalence in children aged < 5 years (%),6.577928399999999,335.2142028808594,6.2851183
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 4,4,Underweight,Underweight prevalence in children aged < 5 years (%),5.379942799999999,277.94866943359375,6.2851183
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 5 (richest),5,Underweight,Underweight prevalence in children aged < 5 years (%),4.0027313,249.93853759765625,6.2851183
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting,Wasting prevalence in children aged < 5 years (%),6.9968455,282.5023498535156,9.579505
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 2,2,Wasting,Wasting prevalence in children aged < 5 years (%),12.3909816,255.41424560546875,9.579505
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 3,3,Wasting,Wasting prevalence in children aged < 5 years (%),9.0596527,310.7928771972656,9.579505
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 4,4,Wasting,Wasting prevalence in children aged < 5 years (%),8.515214199999999,257.2609558105469,9.579505
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting,Wasting prevalence in children aged < 5 years (%),11.5270294,229.46241760253906,9.579505
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),4.2258248,282.5023498535156,5.9348997
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 2,2,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),6.6723495999999995,255.41424560546875,5.9348997
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 3,3,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),5.3826198,310.7928771972656,5.9348997
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 4,4,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),6.3497029,257.2609558105469,5.9348997
European,ALB,Albania,2008,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),7.5011455,229.46241760253906,5.9348997
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 1 (poorest),1,Overweight,Overweight prevalence in children aged < 5 years (%),14.6784708,533.2117309570312,16.3989902
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 2,2,Overweight,Overweight prevalence in children aged < 5 years (%),16.7548969,506.66522216796875,16.3989902
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 3,3,Overweight,Overweight prevalence in children aged < 5 years (%),16.4542273,455.11798095703125,16.3989902
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 4,4,Overweight,Overweight prevalence in children aged < 5 years (%),17.1757206,431.4530029296875,16.3989902
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 5 (richest),5,Overweight,Overweight prevalence in children aged < 5 years (%),17.4103141,372.592529296875,16.3989902
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 1 (poorest),1,Stunting,Stunting prevalence in children aged < 5 years (%),17.071136799999998,540.4808349609375,11.3233499
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 2,2,Stunting,Stunting prevalence in children aged < 5 years (%),10.491568599999999,514.57470703125,11.3233499
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 3,3,Stunting,Stunting prevalence in children aged < 5 years (%),7.2542332,457.919677734375,11.3233499
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 4,4,Stunting,Stunting prevalence in children aged < 5 years (%),11.336495699999999,430.783935546875,11.3233499
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 5 (richest),5,Stunting,Stunting prevalence in children aged < 5 years (%),9.153132099999999,378.252197265625,11.3233499
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 1 (poorest),1,Underweight,Underweight prevalence in children aged < 5 years (%),2.4325574,549.5827026367188,1.4787888
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 2,2,Underweight,Underweight prevalence in children aged < 5 years (%),1.1535844,524.54296875,1.4787888
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 3,3,Underweight,Underweight prevalence in children aged < 5 years (%),0.8555723,471.25018310546875,1.4787888
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 4,4,Underweight,Underweight prevalence in children aged < 5 years (%),2.0337699,440.1409912109375,1.4787888
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 5 (richest),5,Underweight,Underweight prevalence in children aged < 5 years (%),0.680909,381.2228698730469,1.4787888
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting,Wasting prevalence in children aged < 5 years (%),2.6272479,533.2117309570312,1.5842170999999998
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 2,2,Wasting,Wasting prevalence in children aged < 5 years (%),1.5671868,506.66522216796875,1.5842170999999998
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 3,3,Wasting,Wasting prevalence in children aged < 5 years (%),1.3308099,455.11798095703125,1.5842170999999998
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 4,4,Wasting,Wasting prevalence in children aged < 5 years (%),1.7466021999999999,431.4530029296875,1.5842170999999998
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting,Wasting prevalence in children aged < 5 years (%),0.2362066,372.592529296875,1.5842170999999998
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.886216,533.2117309570312,0.5371997
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 2,2,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.7557794999999999,506.66522216796875,0.5371997
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 3,3,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.2767487,455.11798095703125,0.5371997
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 4,4,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.5878334,431.4530029296875,0.5371997
European,ALB,Albania,2017,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),0.0,372.592529296875,0.5371997
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 1 (poorest),1,Overweight,Overweight prevalence in children aged < 5 years (%),10.9706685,3188.818359375,12.8767967
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 2,2,Overweight,Overweight prevalence in children aged < 5 years (%),11.7205113,2851.5537109375,12.8767967
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 3,3,Overweight,Overweight prevalence in children aged < 5 years (%),13.303075699999999,2682.43359375,12.8767967
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 4,4,Overweight,Overweight prevalence in children aged < 5 years (%),13.4655118,2533.778076171875,12.8767967
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 5 (richest),5,Overweight,Overweight prevalence in children aged < 5 years (%),15.6946257,2392.04296875,12.8767967
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 1 (poorest),1,Stunting,Stunting prevalence in children aged < 5 years (%),21.351333,3169.46923828125,15.445514
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 2,2,Stunting,Stunting prevalence in children aged < 5 years (%),17.1263114,2867.08203125,15.445514
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 3,3,Stunting,Stunting prevalence in children aged < 5 years (%),13.5028109,2706.50439453125,15.445514
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 4,4,Stunting,Stunting prevalence in children aged < 5 years (%),12.387272699999999,2557.896484375,15.445514
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 5 (richest),5,Stunting,Stunting prevalence in children aged < 5 years (%),11.0950291,2403.56982421875,15.445514
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 1 (poorest),1,Underweight,Underweight prevalence in children aged < 5 years (%),4.8214179,3196.882568359375,3.4481819999999996
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 2,2,Underweight,Underweight prevalence in children aged < 5 years (%),4.2552862,2892.93798828125,3.4481819999999996
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 3,3,Underweight,Underweight prevalence in children aged < 5 years (%),3.3803221,2745.91455078125,3.4481819999999996
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 4,4,Underweight,Underweight prevalence in children aged < 5 years (%),2.2987382,2592.51708984375,3.4481819999999996
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 5 (richest),5,Underweight,Underweight prevalence in children aged < 5 years (%),1.9994488,2456.41162109375,3.4481819999999996
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting,Wasting prevalence in children aged < 5 years (%),4.537075,3188.818359375,4.1309889
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 2,2,Wasting,Wasting prevalence in children aged < 5 years (%),4.1712321,2851.5537109375,4.1309889
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 3,3,Wasting,Wasting prevalence in children aged < 5 years (%),4.0709726999999996,2682.43359375,4.1309889
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 4,4,Wasting,Wasting prevalence in children aged < 5 years (%),2.9678218,2533.778076171875,4.1309889
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting,Wasting prevalence in children aged < 5 years (%),4.8410535,2392.04296875,4.1309889
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 1 (poorest),1,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.5208679999999999,3188.818359375,1.7385279999999999
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 2,2,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),2.0752775,2851.5537109375,1.7385279999999999
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 3,3,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.8993826999999999,2682.43359375,1.7385279999999999
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 4,4,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),1.1071258,2533.778076171875,1.7385279999999999
African,DZA,Algeria,2006,Economic status (wealth quintile),Quintile 5 (richest),5,Wasting Severe,Severe wasting prevalence in children aged < 5 years (%),2.1156821,2392.04296875,1.7385279999999999
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 1 (poorest),1,Overweight,Overweight prevalence in children aged < 5 years (%),11.485984199999999,2975.635498046875,12.4145389
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 2,2,Overweight,Overweight prevalence in children aged < 5 years (%),11.4070266,2998.82373046875,12.4145389
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 3,3,Overweight,Overweight prevalence in children aged < 5 years (%),11.5277313,2719.76953125,12.4145389
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 4,4,Overweight,Overweight prevalence in children aged < 5 years (%),14.773415,2624.165771484375,12.4145389
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 5 (richest),5,Overweight,Overweight prevalence in children aged < 5 years (%),13.268218899999999,2350.08740234375,12.4145389
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 1 (poorest),1,Stunting,Stunting prevalence in children aged < 5 years (%),12.6232207,2984.63525390625,11.6895974
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 2,2,Stunting,Stunting prevalence in children aged < 5 years (%),12.126349699999999,3022.615234375,11.6895974
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 3,3,Stunting,Stunting prevalence in children aged < 5 years (%),11.063851399999999,2737.64453125,11.6895974
African,DZA,Algeria,2012,Economic status (wealth quintile),Quintile 4,4,Stunting,Stunting prevalence in children aged < 5 years (%),11.7431991,2634.426513671875,11.6895974
